Date,Closed
12-11-2020,"3,537.00"
13-11-2020,"3,585.20"
16-11-2020,"3,626.90"
17-11-2020,"3,609.50"
18-11-2020,"3,567.80"
19-11-2020,"3,581.90"
20-11-2020,"3,557.50"
23-11-2020,"3,577.60"
24-11-2020,"3,635.40"
25-11-2020,"3,629.70"
27-11-2020,"3,638.30"
30-11-2020,"3,621.60"
01-12-2020,"3,662.40"
02-12-2020,"3,669.00"
03-12-2020,"3,666.70"
04-12-2020,"3,699.10"
07-12-2020,"3,692.00"
08-12-2020,"3,702.20"
09-12-2020,"3,672.80"
10-12-2020,"3,668.10"
11-12-2020,"3,663.50"
14-12-2020,"3,647.50"
15-12-2020,"3,694.60"
16-12-2020,"3,701.20"
17-12-2020,"3,722.50"
18-12-2020,"3,709.40"
21-12-2020,"3,694.90"
22-12-2020,"3,687.30"
23-12-2020,"3,690.00"
24-12-2020,"3,703.10"
28-12-2020,"3,735.40"
29-12-2020,"3,727.00"
30-12-2020,"3,732.00"
31-12-2020,"3,756.10"
04-01-2021,"3,700.70"
05-01-2021,"3,726.90"
06-01-2021,"3,748.10"
07-01-2021,"3,803.80"
08-01-2021,"3,824.70"
11-01-2021,"3,799.60"
12-01-2021,"3,801.20"
13-01-2021,"3,809.80"
14-01-2021,"3,795.50"
15-01-2021,"3,768.20"
19-01-2021,"3,798.90"
20-01-2021,"3,851.80"
21-01-2021,"3,853.10"
22-01-2021,"3,841.50"
25-01-2021,"3,855.40"
26-01-2021,"3,849.60"
27-01-2021,"3,750.80"
28-01-2021,"3,787.40"
29-01-2021,"3,714.20"
01-02-2021,"3,773.90"
02-02-2021,"3,826.30"
03-02-2021,"3,830.20"
04-02-2021,"3,871.70"
05-02-2021,"3,886.80"
08-02-2021,"3,915.60"
09-02-2021,"3,911.20"
10-02-2021,"3,909.90"
11-02-2021,"3,916.40"
12-02-2021,"3,934.80"
16-02-2021,"3,932.60"
17-02-2021,"3,931.30"
18-02-2021,"3,914.00"
19-02-2021,"3,906.70"
22-02-2021,"3,876.50"
23-02-2021,"3,881.40"
24-02-2021,"3,925.40"
25-02-2021,"3,829.30"
26-02-2021,"3,811.20"
01-03-2021,"3,901.80"
02-03-2021,"3,870.30"
03-03-2021,"3,819.70"
04-03-2021,"3,768.50"
05-03-2021,"3,841.90"
08-03-2021,"3,821.30"
09-03-2021,"3,875.40"
10-03-2021,"3,898.80"
11-03-2021,"3,939.30"
12-03-2021,"3,943.30"
15-03-2021,"3,968.90"
16-03-2021,"3,962.70"
17-03-2021,"3,974.10"
18-03-2021,"3,915.50"
19-03-2021,"3,913.10"
22-03-2021,"3,940.60"
23-03-2021,"3,910.50"
24-03-2021,"3,889.10"
25-03-2021,"3,909.50"
26-03-2021,"3,974.50"
29-03-2021,"3,971.10"
30-03-2021,"3,958.60"
31-03-2021,"3,972.90"
01-04-2021,"4,019.90"
05-04-2021,"4,077.90"
06-04-2021,"4,073.90"
07-04-2021,"4,079.90"
08-04-2021,"4,097.20"
09-04-2021,"4,128.80"
12-04-2021,"4,128.00"
13-04-2021,"4,141.60"
14-04-2021,"4,124.70"
15-04-2021,"4,170.40"
16-04-2021,"4,185.50"
19-04-2021,"4,163.30"
20-04-2021,"4,134.90"
21-04-2021,"4,173.40"
22-04-2021,"4,135.00"
23-04-2021,"4,180.20"
26-04-2021,"4,187.60"
27-04-2021,"4,186.70"
28-04-2021,"4,183.20"
29-04-2021,"4,211.50"
30-04-2021,"4,181.20"
03-05-2021,"4,192.70"
04-05-2021,"4,164.70"
05-05-2021,"4,167.60"
06-05-2021,"4,201.60"
07-05-2021,"4,232.60"
10-05-2021,"4,188.40"
11-05-2021,"4,152.10"
12-05-2021,"4,063.00"
13-05-2021,"4,112.50"
14-05-2021,"4,173.90"
17-05-2021,"4,163.30"
18-05-2021,"4,127.80"
19-05-2021,"4,115.70"
20-05-2021,"4,159.10"
21-05-2021,"4,155.90"
24-05-2021,"4,197.10"
25-05-2021,"4,188.10"
26-05-2021,"4,196.00"
27-05-2021,"4,200.90"
28-05-2021,"4,204.10"
01-06-2021,"4,202.00"
02-06-2021,"4,208.10"
03-06-2021,"4,192.90"
04-06-2021,"4,229.90"
07-06-2021,"4,226.50"
08-06-2021,"4,227.30"
09-06-2021,"4,219.60"
10-06-2021,"4,239.20"
11-06-2021,"4,247.40"
14-06-2021,"4,255.10"
15-06-2021,"4,246.60"
16-06-2021,"4,223.70"
17-06-2021,"4,221.90"
18-06-2021,"4,166.40"
21-06-2021,"4,224.80"
22-06-2021,"4,246.40"
23-06-2021,"4,241.80"
24-06-2021,"4,266.50"
25-06-2021,"4,280.70"
28-06-2021,"4,290.60"
29-06-2021,"4,291.80"
30-06-2021,"4,297.50"
01-07-2021,"4,319.90"
02-07-2021,"4,352.30"
06-07-2021,"4,343.50"
07-07-2021,"4,358.10"
08-07-2021,"4,320.80"
09-07-2021,"4,369.60"
12-07-2021,"4,384.60"
13-07-2021,"4,369.20"
14-07-2021,"4,374.30"
15-07-2021,"4,360.00"
16-07-2021,"4,327.20"
19-07-2021,"4,258.50"
20-07-2021,"4,323.10"
21-07-2021,"4,358.70"
22-07-2021,"4,367.50"
23-07-2021,"4,411.80"
26-07-2021,"4,422.30"
27-07-2021,"4,401.50"
28-07-2021,"4,400.60"
29-07-2021,"4,419.10"
30-07-2021,"4,395.30"
02-08-2021,"4,387.20"
03-08-2021,"4,423.10"
04-08-2021,"4,402.70"
05-08-2021,"4,429.10"
06-08-2021,"4,436.50"
09-08-2021,"4,432.40"
10-08-2021,"4,436.80"
11-08-2021,"4,447.70"
12-08-2021,"4,460.80"
13-08-2021,"4,468.00"
16-08-2021,"4,479.70"
17-08-2021,"4,448.10"
18-08-2021,"4,400.30"
19-08-2021,"4,405.80"
20-08-2021,"4,441.70"
23-08-2021,"4,479.50"
24-08-2021,"4,486.20"
25-08-2021,"4,496.20"
26-08-2021,"4,470.00"
27-08-2021,"4,509.40"
30-08-2021,"4,528.80"
31-08-2021,"4,522.70"
01-09-2021,"4,524.10"
02-09-2021,"4,536.90"
03-09-2021,"4,535.40"
07-09-2021,"4,520.00"
08-09-2021,"4,514.10"
09-09-2021,"4,493.30"
10-09-2021,"4,458.60"
13-09-2021,"4,468.70"
14-09-2021,"4,443.10"
15-09-2021,"4,480.70"
16-09-2021,"4,473.80"
17-09-2021,"4,433.00"
20-09-2021,"4,357.70"
21-09-2021,"4,354.20"
22-09-2021,"4,395.60"
23-09-2021,"4,449.00"
24-09-2021,"4,455.50"
27-09-2021,"4,443.10"
28-09-2021,"4,352.60"
29-09-2021,"4,359.50"
30-09-2021,"4,307.50"
01-10-2021,"4,357.00"
04-10-2021,"4,300.50"
05-10-2021,"4,345.70"
06-10-2021,"4,363.60"
07-10-2021,"4,399.80"
08-10-2021,"4,391.30"
11-10-2021,"4,361.20"
12-10-2021,"4,350.60"
13-10-2021,"4,363.80"
14-10-2021,"4,438.30"
15-10-2021,"4,471.40"
18-10-2021,"4,486.50"
19-10-2021,"4,519.60"
20-10-2021,"4,536.20"
21-10-2021,"4,549.80"
22-10-2021,"4,544.90"
25-10-2021,"4,566.50"
26-10-2021,"4,574.80"
27-10-2021,"4,551.70"
28-10-2021,"4,596.40"
29-10-2021,"4,605.40"
01-11-2021,"4,613.70"
02-11-2021,"4,630.60"
03-11-2021,"4,660.60"
04-11-2021,"4,680.10"
05-11-2021,"4,697.50"
08-11-2021,"4,701.70"
09-11-2021,"4,685.20"
10-11-2021,"4,646.70"
11-11-2021,"4,649.30"
12-11-2021,"4,682.90"
15-11-2021,"4,682.80"
16-11-2021,"4,700.90"
17-11-2021,"4,688.70"
18-11-2021,"4,704.50"
19-11-2021,"4,698.00"
22-11-2021,"4,682.90"
23-11-2021,"4,690.70"
24-11-2021,"4,701.50"
26-11-2021,"4,594.60"
29-11-2021,"4,655.30"
30-11-2021,"4,567.00"
01-12-2021,"4,513.00"
02-12-2021,"4,577.10"
03-12-2021,"4,538.40"
06-12-2021,"4,591.70"
07-12-2021,"4,686.80"
08-12-2021,"4,701.20"
09-12-2021,"4,667.40"
10-12-2021,"4,712.00"
13-12-2021,"4,669.00"
14-12-2021,"4,634.10"
15-12-2021,"4,709.90"
16-12-2021,"4,668.70"
17-12-2021,"4,620.60"
20-12-2021,"4,568.00"
21-12-2021,"4,649.20"
22-12-2021,"4,696.60"
23-12-2021,"4,725.80"
27-12-2021,"4,791.20"
28-12-2021,"4,786.40"
29-12-2021,"4,793.10"
30-12-2021,"4,778.70"
31-12-2021,"4,766.20"
03-01-2022,"4,796.60"
04-01-2022,"4,793.50"
05-01-2022,"4,700.60"
06-01-2022,"4,696.10"
07-01-2022,"4,677.00"
10-01-2022,"4,670.30"
11-01-2022,"4,713.10"
12-01-2022,"4,726.40"
13-01-2022,"4,659.00"
14-01-2022,"4,662.90"
18-01-2022,"4,577.10"
19-01-2022,"4,532.80"
20-01-2022,"4,482.70"
21-01-2022,"4,397.90"
24-01-2022,"4,410.10"
25-01-2022,"4,356.40"
26-01-2022,"4,349.90"
27-01-2022,"4,326.50"
28-01-2022,"4,431.90"
31-01-2022,"4,515.60"
01-02-2022,"4,546.50"
02-02-2022,"4,589.40"
03-02-2022,"4,477.40"
04-02-2022,"4,500.50"
07-02-2022,"4,483.90"
08-02-2022,"4,521.50"
09-02-2022,"4,587.20"
10-02-2022,"4,504.10"
11-02-2022,"4,418.64"
14-02-2022,"4,401.67"
15-02-2022,"4,471.07"
16-02-2022,"4,475.01"
17-02-2022,"4,380.26"
18-02-2022,"4,348.87"
22-02-2022,"4,304.76"
23-02-2022,"4,225.50"
24-02-2022,"4,288.70"
25-02-2022,"4,384.65"
28-02-2022,"4,373.94"
01-03-2022,"4,306.26"
02-03-2022,"4,386.54"
03-03-2022,"4,363.49"
04-03-2022,"4,328.87"
07-03-2022,"4,201.09"
08-03-2022,"4,170.70"
09-03-2022,"4,277.88"
10-03-2022,"4,259.52"
11-03-2022,"4,204.31"
14-03-2022,"4,173.11"
15-03-2022,"4,262.45"
16-03-2022,"4,357.86"
17-03-2022,"4,411.67"
18-03-2022,"4,463.12"
21-03-2022,"4,461.18"
22-03-2022,"4,511.61"
23-03-2022,"4,456.24"
24-03-2022,"4,520.16"
25-03-2022,"4,543.06"
28-03-2022,"4,575.52"
29-03-2022,"4,631.60"
30-03-2022,"4,602.45"
31-03-2022,"4,530.41"
01-04-2022,"4,545.86"
04-04-2022,"4,582.64"
05-04-2022,"4,525.12"
06-04-2022,"4,481.15"
07-04-2022,"4,500.21"
08-04-2022,"4,488.28"
11-04-2022,"4,412.53"
12-04-2022,"4,397.45"
13-04-2022,"4,446.59"
14-04-2022,"4,392.59"
18-04-2022,"4,391.69"
19-04-2022,"4,462.21"
20-04-2022,"4,459.45"
21-04-2022,"4,393.66"
22-04-2022,"4,271.78"
25-04-2022,"4,296.12"
26-04-2022,"4,175.20"
27-04-2022,"4,183.96"
28-04-2022,"4,287.50"
29-04-2022,"4,131.93"
02-05-2022,"4,155.38"
03-05-2022,"4,175.48"
04-05-2022,"4,300.17"
05-05-2022,"4,146.87"
06-05-2022,"4,123.34"
09-05-2022,"3,991.24"
10-05-2022,"4,001.05"
11-05-2022,"3,935.18"
12-05-2022,"3,930.08"
13-05-2022,"4,023.89"
16-05-2022,"4,008.01"
17-05-2022,"4,088.85"
18-05-2022,"3,923.68"
19-05-2022,"3,900.79"
20-05-2022,"3,901.36"
23-05-2022,"3,973.75"
24-05-2022,"3,941.48"
25-05-2022,"3,978.73"
26-05-2022,"4,057.84"
27-05-2022,"4,158.24"
31-05-2022,"4,132.15"
01-06-2022,"4,101.23"
02-06-2022,"4,176.82"
03-06-2022,"4,108.54"
06-06-2022,"4,121.43"
07-06-2022,"4,160.68"
08-06-2022,"4,115.77"
09-06-2022,"4,017.82"
10-06-2022,"3,900.86"
13-06-2022,"3,749.63"
14-06-2022,"3,735.48"
15-06-2022,"3,789.99"
16-06-2022,"3,666.77"
17-06-2022,"3,674.84"
21-06-2022,"3,764.79"
22-06-2022,"3,759.89"
23-06-2022,"3,795.73"
24-06-2022,"3,911.74"
27-06-2022,"3,900.11"
28-06-2022,"3,821.55"
29-06-2022,"3,818.83"
30-06-2022,"3,785.38"
01-07-2022,"3,825.33"
05-07-2022,"3,831.39"
06-07-2022,"3,845.08"
07-07-2022,"3,902.62"
08-07-2022,"3,899.38"
11-07-2022,"3,854.43"
12-07-2022,"3,818.80"
13-07-2022,"3,801.78"
14-07-2022,"3,790.38"
15-07-2022,"3,863.16"
18-07-2022,"3,830.85"
19-07-2022,"3,936.69"
20-07-2022,"3,959.90"
21-07-2022,"3,998.95"
22-07-2022,"3,961.63"
25-07-2022,"3,966.84"
26-07-2022,"3,921.05"
27-07-2022,"4,023.61"
28-07-2022,"4,072.43"
29-07-2022,"4,130.29"
01-08-2022,"4,118.63"
02-08-2022,"4,091.19"
03-08-2022,"4,155.17"
04-08-2022,"4,151.94"
05-08-2022,"4,145.19"
08-08-2022,"4,140.06"
09-08-2022,"4,122.47"
10-08-2022,"4,210.24"
11-08-2022,"4,207.27"
12-08-2022,"4,280.15"
15-08-2022,"4,297.14"
16-08-2022,"4,305.20"
17-08-2022,"4,274.04"
18-08-2022,"4,283.74"
19-08-2022,"4,228.48"
22-08-2022,"4,137.99"
23-08-2022,"4,128.73"
24-08-2022,"4,140.77"
25-08-2022,"4,199.12"
26-08-2022,"4,057.66"
29-08-2022,"4,030.61"
30-08-2022,"3,986.16"
31-08-2022,"3,955.00"
01-09-2022,"3,966.85"
02-09-2022,"3,924.26"
06-09-2022,"3,908.19"
07-09-2022,"3,979.87"
08-09-2022,"4,006.18"
09-09-2022,"4,067.36"
12-09-2022,"4,110.41"
13-09-2022,"3,932.69"
14-09-2022,"3,946.01"
15-09-2022,"3,901.35"
16-09-2022,"3,873.33"
19-09-2022,"3,899.89"
20-09-2022,"3,855.93"
21-09-2022,"3,789.93"
22-09-2022,"3,757.99"
23-09-2022,"3,693.23"
26-09-2022,"3,655.04"
27-09-2022,"3,647.29"
28-09-2022,"3,719.04"
29-09-2022,"3,640.47"
30-09-2022,"3,585.62"
03-10-2022,"3,678.43"
04-10-2022,"3,790.93"
05-10-2022,"3,783.28"
06-10-2022,"3,744.52"
07-10-2022,"3,639.66"
10-10-2022,"3,612.39"
11-10-2022,"3,588.84"
12-10-2022,"3,577.03"
13-10-2022,"3,669.91"
14-10-2022,"3,583.07"
17-10-2022,"3,677.95"
18-10-2022,"3,719.98"
19-10-2022,"3,695.16"
20-10-2022,"3,665.78"
21-10-2022,"3,752.75"
24-10-2022,"3,797.34"
25-10-2022,"3,859.11"
26-10-2022,"3,830.60"
27-10-2022,"3,807.30"
28-10-2022,"3,901.06"
31-10-2022,"3,871.98"
01-11-2022,"3,856.10"
02-11-2022,"3,759.69"
03-11-2022,"3,719.89"
04-11-2022,"3,770.55"
07-11-2022,"3,806.80"
08-11-2022,"3,828.11"
09-11-2022,"3,748.57"
10-11-2022,"3,956.37"
11-11-2022,"3,992.93"
14-11-2022,"3,957.25"
15-11-2022,"3,991.73"
16-11-2022,"3,958.79"
17-11-2022,"3,946.56"
18-11-2022,"3,965.34"
21-11-2022,"3,949.94"
22-11-2022,"4,003.58"
23-11-2022,"4,027.26"
25-11-2022,"4,026.12"
28-11-2022,"3,963.94"
29-11-2022,"3,957.63"
30-11-2022,"4,080.11"
01-12-2022,"4,076.57"
02-12-2022,"4,071.70"
05-12-2022,"3,998.84"
06-12-2022,"3,941.26"
07-12-2022,"3,933.92"
08-12-2022,"3,963.51"
09-12-2022,"3,934.38"
12-12-2022,"3,990.56"
13-12-2022,"4,019.65"
14-12-2022,"3,995.32"
15-12-2022,"3,895.75"
16-12-2022,"3,852.36"
19-12-2022,"3,817.66"
20-12-2022,"3,821.62"
21-12-2022,"3,878.44"
22-12-2022,"3,822.39"
23-12-2022,"3,844.82"
27-12-2022,"3,829.25"
28-12-2022,"3,783.22"
29-12-2022,"3,849.28"
30-12-2022,"3,839.50"
03-01-2023,"3,824.14"
04-01-2023,"3,852.97"
05-01-2023,"3,808.10"
06-01-2023,"3,895.08"
09-01-2023,"3,892.09"
10-01-2023,"3,919.25"
11-01-2023,"3,969.61"
12-01-2023,"3,983.17"
13-01-2023,"3,999.09"
17-01-2023,"3,990.97"
18-01-2023,"3,928.86"
19-01-2023,"3,898.85"
20-01-2023,"3,972.61"
23-01-2023,"4,019.81"
24-01-2023,"4,016.95"
25-01-2023,"4,016.22"
26-01-2023,"4,060.43"
27-01-2023,"4,070.56"
30-01-2023,"4,017.77"
31-01-2023,"4,076.60"
01-02-2023,"4,119.21"
02-02-2023,"4,179.76"
03-02-2023,"4,136.48"
06-02-2023,"4,111.08"
07-02-2023,"4,164.00"
08-02-2023,"4,117.86"
09-02-2023,"4,081.50"
10-02-2023,"4,090.46"
13-02-2023,"4,137.29"
14-02-2023,"4,136.13"
15-02-2023,"4,147.60"
16-02-2023,"4,090.41"
17-02-2023,"4,079.09"
21-02-2023,"3,997.34"
22-02-2023,"3,991.05"
23-02-2023,"4,012.32"
24-02-2023,"3,970.04"
27-02-2023,"3,982.24"
28-02-2023,"3,970.15"
01-03-2023,"3,951.39"
02-03-2023,"3,981.35"
03-03-2023,"4,045.64"
06-03-2023,"4,048.42"
07-03-2023,"3,986.37"
08-03-2023,"3,992.01"
09-03-2023,"3,918.32"
10-03-2023,"3,861.59"
13-03-2023,"3,855.76"
14-03-2023,"3,919.29"
15-03-2023,"3,891.93"
16-03-2023,"3,960.28"
17-03-2023,"3,916.64"
20-03-2023,"3,951.57"
21-03-2023,"4,002.87"
22-03-2023,"3,936.97"
23-03-2023,"3,948.72"
24-03-2023,"3,970.99"
27-03-2023,"3,977.53"
28-03-2023,"3,971.27"
29-03-2023,"4,027.81"
30-03-2023,"4,050.83"
31-03-2023,"4,109.31"
03-04-2023,"4,124.51"
04-04-2023,"4,100.60"
05-04-2023,"4,090.38"
06-04-2023,"4,105.02"
10-04-2023,"4,109.11"
11-04-2023,"4,108.94"
12-04-2023,"4,091.95"
13-04-2023,"4,146.22"
14-04-2023,"4,137.64"
17-04-2023,"4,151.32"
18-04-2023,"4,154.87"
19-04-2023,"4,154.52"
20-04-2023,"4,129.79"
21-04-2023,"4,133.52"
24-04-2023,"4,137.04"
25-04-2023,"4,071.63"
26-04-2023,"4,055.99"
27-04-2023,"4,135.35"
28-04-2023,"4,169.48"
01-05-2023,"4,167.87"
02-05-2023,"4,119.58"
03-05-2023,"4,090.75"
04-05-2023,"4,061.22"
05-05-2023,"4,136.25"
08-05-2023,"4,138.12"
09-05-2023,"4,119.17"
10-05-2023,"4,137.64"
11-05-2023,"4,130.62"
12-05-2023,"4,124.08"
15-05-2023,"4,136.28"
16-05-2023,"4,109.90"
17-05-2023,"4,158.77"
18-05-2023,"4,198.05"
19-05-2023,"4,191.98"
22-05-2023,"4,192.63"
23-05-2023,"4,145.58"
24-05-2023,"4,115.24"
25-05-2023,"4,151.28"
26-05-2023,"4,205.45"
30-05-2023,"4,205.52"
31-05-2023,"4,179.83"
01-06-2023,"4,221.02"
02-06-2023,"4,282.37"
05-06-2023,"4,273.79"
06-06-2023,"4,283.85"
07-06-2023,"4,267.52"
08-06-2023,"4,293.93"
09-06-2023,"4,298.86"
12-06-2023,"4,338.93"
13-06-2023,"4,369.01"
14-06-2023,"4,372.59"
15-06-2023,"4,425.84"
16-06-2023,"4,409.59"
20-06-2023,"4,388.71"
21-06-2023,"4,365.69"
22-06-2023,"4,381.89"
23-06-2023,"4,348.33"
26-06-2023,"4,328.82"
27-06-2023,"4,378.41"
28-06-2023,"4,376.86"
29-06-2023,"4,396.44"
30-06-2023,"4,450.38"
03-07-2023,"4,455.59"
05-07-2023,"4,446.82"
06-07-2023,"4,411.59"
07-07-2023,"4,398.95"
10-07-2023,"4,409.53"
11-07-2023,"4,439.26"
12-07-2023,"4,472.16"
13-07-2023,"4,510.04"
14-07-2023,"4,505.42"
17-07-2023,"4,522.79"
18-07-2023,"4,554.98"
19-07-2023,"4,565.72"
20-07-2023,"4,534.87"
21-07-2023,"4,536.34"
24-07-2023,"4,554.64"
25-07-2023,"4,567.46"
26-07-2023,"4,566.75"
27-07-2023,"4,537.41"
28-07-2023,"4,582.23"
31-07-2023,"4,588.96"
01-08-2023,"4,576.73"
02-08-2023,"4,513.39"
03-08-2023,"4,501.89"
04-08-2023,"4,478.03"
07-08-2023,"4,518.44"
08-08-2023,"4,499.38"
09-08-2023,"4,467.71"
10-08-2023,"4,468.83"
11-08-2023,"4,464.05"
14-08-2023,"4,489.72"
15-08-2023,"4,437.86"
16-08-2023,"4,404.33"
17-08-2023,"4,370.36"
18-08-2023,"4,369.71"
21-08-2023,"4,399.77"
22-08-2023,"4,387.55"
23-08-2023,"4,436.01"
24-08-2023,"4,376.31"
25-08-2023,"4,405.71"
28-08-2023,"4,433.31"
29-08-2023,"4,497.63"
30-08-2023,"4,514.87"
31-08-2023,"4,507.66"
01-09-2023,"4,515.77"
05-09-2023,"4,496.83"
06-09-2023,"4,465.48"
07-09-2023,"4,451.14"
08-09-2023,"4,457.49"
11-09-2023,"4,487.46"
12-09-2023,"4,461.90"
13-09-2023,"4,467.44"
14-09-2023,"4,505.10"
15-09-2023,"4,450.32"
18-09-2023,"4,453.53"
19-09-2023,"4,443.95"
20-09-2023,"4,402.20"
21-09-2023,"4,330.00"
22-09-2023,"4,320.06"
25-09-2023,"4,337.44"
26-09-2023,"4,273.53"
27-09-2023,"4,274.51"
28-09-2023,"4,299.70"
29-09-2023,"4,288.05"
02-10-2023,"4,288.39"
03-10-2023,"4,229.45"
04-10-2023,"4,263.75"
05-10-2023,"4,258.19"
06-10-2023,"4,308.50"
09-10-2023,"4,335.66"
10-10-2023,"4,358.24"
11-10-2023,"4,376.95"
12-10-2023,"4,349.61"
13-10-2023,"4,327.78"
16-10-2023,"4,373.63"
17-10-2023,"4,373.20"
18-10-2023,"4,314.60"
19-10-2023,"4,278.00"
20-10-2023,"4,224.16"
23-10-2023,"4,217.04"
24-10-2023,"4,247.68"
25-10-2023,"4,186.77"
26-10-2023,"4,137.23"
27-10-2023,"4,117.37"
30-10-2023,"4,166.82"
31-10-2023,"4,193.80"
01-11-2023,"4,237.86"
02-11-2023,"4,317.78"
03-11-2023,"4,358.34"
06-11-2023,"4,365.98"
07-11-2023,"4,378.38"
08-11-2023,"4,382.78"
09-11-2023,"4,347.35"
10-11-2023,"4,415.24"
13-11-2023,"4,411.55"
14-11-2023,"4,495.70"
15-11-2023,"4,502.88"
16-11-2023,"4,508.24"
17-11-2023,"4,514.02"
20-11-2023,"4,547.38"
21-11-2023,"4,538.19"
22-11-2023,"4,556.62"
24-11-2023,"4,559.34"
27-11-2023,"4,550.43"
28-11-2023,"4,554.89"
29-11-2023,"4,550.58"
30-11-2023,"4,567.80"
01-12-2023,"4,594.63"
04-12-2023,"4,569.78"
05-12-2023,"4,567.18"
06-12-2023,"4,549.34"
07-12-2023,"4,585.59"
08-12-2023,"4,604.37"
11-12-2023,"4,622.44"
12-12-2023,"4,643.70"
13-12-2023,"4,707.09"
14-12-2023,"4,719.55"
15-12-2023,"4,719.19"
18-12-2023,"4,740.56"
19-12-2023,"4,768.37"
20-12-2023,"4,698.35"
21-12-2023,"4,746.75"
22-12-2023,"4,754.63"
26-12-2023,"4,774.75"
27-12-2023,"4,781.58"
28-12-2023,"4,783.35"
29-12-2023,"4,769.83"
02-01-2024,"4,742.83"
03-01-2024,"4,704.81"
04-01-2024,"4,688.68"
05-01-2024,"4,697.24"
08-01-2024,"4,763.54"
09-01-2024,"4,756.50"
10-01-2024,"4,783.45"
11-01-2024,"4,780.24"
12-01-2024,"4,783.83"
16-01-2024,"4,765.98"
17-01-2024,"4,739.21"
18-01-2024,"4,780.94"
19-01-2024,"4,839.81"
22-01-2024,"4,850.43"
23-01-2024,"4,864.60"
24-01-2024,"4,868.55"
25-01-2024,"4,894.16"
26-01-2024,"4,890.97"
29-01-2024,"4,927.93"
30-01-2024,"4,924.97"
31-01-2024,"4,845.65"
01-02-2024,"4,906.19"
02-02-2024,"4,958.61"
05-02-2024,"4,942.81"
06-02-2024,"4,954.23"
07-02-2024,"4,995.06"
08-02-2024,"4,997.91"
09-02-2024,"5,026.61"
12-02-2024,"5,021.84"
13-02-2024,"4,953.17"
14-02-2024,"5,000.62"
15-02-2024,"5,029.73"
16-02-2024,"5,005.57"
20-02-2024,"4,975.51"
21-02-2024,"4,981.80"
22-02-2024,"5,087.03"
23-02-2024,"5,088.80"
26-02-2024,"5,069.53"
27-02-2024,"5,078.18"
28-02-2024,"5,069.76"
29-02-2024,"5,096.27"
01-03-2024,"5,137.08"
04-03-2024,"5,130.95"
05-03-2024,"5,078.65"
06-03-2024,"5,104.76"
07-03-2024,"5,157.36"
08-03-2024,"5,123.69"
11-03-2024,"5,117.94"
12-03-2024,"5,175.27"
13-03-2024,"5,165.31"
14-03-2024,"5,150.48"
15-03-2024,"5,117.09"
18-03-2024,"5,149.42"
19-03-2024,"5,178.51"
20-03-2024,"5,224.62"
21-03-2024,"5,241.53"
22-03-2024,"5,234.18"
25-03-2024,"5,218.19"
26-03-2024,"5,203.58"
27-03-2024,"5,248.49"
28-03-2024,"5,254.35"
01-04-2024,"5,243.77"
02-04-2024,"5,205.81"
03-04-2024,"5,211.49"
04-04-2024,"5,147.21"
05-04-2024,"5,204.34"
08-04-2024,"5,202.39"
09-04-2024,"5,209.91"
10-04-2024,"5,160.64"
11-04-2024,"5,199.06"
12-04-2024,"5,123.41"
15-04-2024,"5,061.82"
16-04-2024,"5,051.41"
17-04-2024,"5,022.21"
18-04-2024,"5,011.12"
19-04-2024,"4,967.23"
22-04-2024,"5,010.60"
23-04-2024,"5,070.55"
24-04-2024,"5,071.63"
25-04-2024,"5,048.42"
26-04-2024,"5,099.96"
29-04-2024,"5,116.17"
30-04-2024,"5,035.69"
01-05-2024,"5,018.39"
02-05-2024,"5,064.20"
03-05-2024,"5,127.79"
06-05-2024,"5,180.74"
07-05-2024,"5,187.70"
08-05-2024,"5,187.67"
09-05-2024,"5,214.08"
10-05-2024,"5,222.68"
13-05-2024,"5,221.42"
14-05-2024,"5,246.68"
15-05-2024,"5,308.15"
16-05-2024,"5,297.10"
17-05-2024,"5,303.27"
20-05-2024,"5,308.13"
21-05-2024,"5,321.41"
22-05-2024,"5,307.01"
23-05-2024,"5,267.84"
24-05-2024,"5,304.72"
28-05-2024,"5,306.04"
29-05-2024,"5,266.95"
30-05-2024,"5,235.48"
31-05-2024,"5,277.51"
03-06-2024,"5,283.40"
04-06-2024,"5,291.34"
05-06-2024,"5,354.03"
06-06-2024,"5,352.96"
07-06-2024,"5,346.99"
10-06-2024,"5,360.79"
11-06-2024,"5,375.32"
12-06-2024,"5,421.03"
13-06-2024,"5,433.74"
14-06-2024,"5,431.60"
17-06-2024,"5,473.23"
18-06-2024,"5,487.03"
20-06-2024,"5,473.17"
21-06-2024,"5,464.62"
24-06-2024,"5,447.87"
25-06-2024,"5,469.30"
26-06-2024,"5,477.90"
27-06-2024,"5,482.87"
28-06-2024,"5,460.48"
01-07-2024,"5,475.09"
02-07-2024,"5,509.01"
03-07-2024,"5,537.02"
05-07-2024,"5,567.19"
08-07-2024,"5,572.85"
09-07-2024,"5,576.98"
10-07-2024,"5,633.91"
11-07-2024,"5,584.54"
12-07-2024,"5,615.35"
15-07-2024,"5,631.22"
16-07-2024,"5,667.20"
17-07-2024,"5,588.27"
18-07-2024,"5,544.59"
19-07-2024,"5,505.00"
22-07-2024,"5,564.41"
23-07-2024,"5,555.74"
24-07-2024,"5,427.13"
25-07-2024,"5,399.22"
26-07-2024,"5,459.10"
29-07-2024,"5,463.54"
30-07-2024,"5,436.44"
