Date,Exchange Rate (USD/INR),Exchange_Rate_Lag_1,Exchange_Rate_Lag_3,Exchange_Rate_Lag_7,Exchange_Rate_MA_3,Exchange_Rate_MA_7,Exchange_Rate_Volatility_7,Exchange_Rate_Percent_Change,NIFTY,S&P500,NIFTY_Lag_1,SP500_Lag_1,NIFTY_Lag_3,SP500_Lag_3,NIFTY_Lag_7,SP500_Lag_7,NIFTY_MA_3,SP500_MA_3,NIFTY_MA_7,SP500_MA_7,NIFTY_Percent_Change,SP500_Percent_Change,Interest Rate USA,Interest Rate India,Interest_Rate_India_Change,Interest_Rate_US_Change,Inflation_Rate_India,Inflation_Rate_US,Inflation_India_Change,Inflation_USA_Change,GDP Rate India,GDP Rate USA,GDP_India_Change,GDP_USA_Change,Exports,Imports,Balance,Exports_Percent_Change,Imports_Percent_Change,Trade_Balance_Percent_Change,Unemployment_Rate_India,US_Unemployment_Rate,Unemployment_India_Change,Unemployment_USA_Change,Dollar_Index,Dollar_Index_Percent_Change
2016-11-26,68.46,68.46,68.785,68.18,68.57499999999999,68.48371428571429,0.2415896757480434,0.0,8114.3,2213.3,8033.3,2204.7,7929.1,2198.2,8108.45,2180.4,8049.966666666667,2206.9666666666667,8049.2357142857145,2195.0,0.010083029390163478,0.003900757472672156,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,4.62,4.7,-1.5099999999999998,-0.20000000000000018,117.9048,0.015479620179574827
2016-11-27,68.46,68.46,68.805,68.18,68.46,68.52371428571429,0.2030243944982449,0.0,8114.3,2213.3,8033.3,2204.7,7929.1,2198.2,8108.45,2180.4,8049.966666666667,2206.9666666666667,8049.2357142857145,2195.0,0.010083029390163478,0.003900757472672156,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,4.62,4.7,-1.5099999999999998,-0.20000000000000018,117.9048,0.015479620179574827
2016-11-28,68.564,68.46,68.46,68.234,68.49466666666666,68.57085714285714,0.15782102581706098,0.00151913526146652,8126.9,2201.7,8114.3,2213.3,8002.3,2202.9,8111.6,2176.9,8091.500000000001,2206.566666666667,8051.421428571429,2198.542857142857,0.001552814167580685,-0.005241042786789163,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,4.62,4.7,-1.5099999999999998,-0.20000000000000018,117.9048,0.015479620179574827
2016-11-29,68.6,68.564,68.46,68.462,68.54133333333333,68.59057142857142,0.15040152607966437,0.0005250568811621115,8142.15,2204.7,8126.9,2201.7,8033.3,2204.7,8079.95,2187.1,8127.783333333334,2206.566666666666,8060.307142857143,2201.057142857143,0.0018764842682941207,0.0013625834582369212,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,4.62,4.7,-1.5099999999999998,-0.20000000000000018,117.9048,0.015479620179574827
2016-11-30,68.557,68.6,68.46,68.785,68.57366666666667,68.558,0.12357319018625036,-0.0006268221574342592,8224.5,2198.8,8142.15,2204.7,8114.3,2213.3,8074.1,2181.9,8164.516666666667,2201.7333333333336,8081.792857142857,2203.4714285714285,0.010114036218934919,-0.0026761010568329135,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,4.62,4.7,-1.5099999999999998,-0.20000000000000018,117.9048,0.015479620179574827
2016-12-01,68.4,68.557,68.564,68.805,68.519,68.50014285714285,0.07319478253229486,-0.0022900652012193268,8192.9,2191.1,8224.5,2198.8,8126.9,2201.7,7929.1,2198.2,8186.516666666667,2198.2,8119.478571428571,2202.457142857143,-0.003842178855857581,-0.003501910132799879,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-02,68.034,68.4,68.6,68.46,68.33033333333334,68.4392857142857,0.192309398525859,-0.0053508771929824395,8086.8,2191.9,8192.9,2191.1,8142.15,2204.7,8002.3,2202.9,8168.066666666668,2193.933333333333,8131.55,2200.8857142857146,-0.012950237400676134,0.0003651134133542122,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-03,68.034,68.034,68.557,68.46,68.156,68.37842857142857,0.24488082621367346,0.0,8086.8,2191.9,8192.9,2191.1,8142.15,2204.7,8002.3,2202.9,8168.066666666668,2193.933333333333,8131.55,2200.8857142857146,-0.012950237400676134,0.0003651134133542122,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-04,68.034,68.034,68.4,68.46,68.034,68.31757142857143,0.2725960730588227,0.0,8086.8,2191.9,8192.9,2191.1,8142.15,2204.7,8002.3,2202.9,8168.066666666668,2193.933333333333,8131.55,2200.8857142857146,-0.012950237400676134,0.0003651134133542122,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-05,68.015,68.034,68.034,68.564,68.02766666666668,68.23914285714285,0.2688298275674563,-0.00027927212864164996,8128.75,2204.7,8086.8,2191.9,8224.5,2198.8,8033.3,2204.7,8136.1500000000015,2195.9,8145.185714285714,2200.885714285714,0.005187465993965468,0.005839682467265739,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-06,67.726,68.015,68.034,68.6,67.92500000000001,68.11428571428571,0.2761610123847637,-0.004249062706755846,8143.15,2212.2,8128.75,2204.7,8192.9,2191.1,8114.3,2213.3,8119.566666666668,2202.933333333333,8149.307142857143,2200.7285714285713,0.0017714900815009038,0.003401823377330304,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-07,67.431,67.726,68.034,68.557,67.724,67.95342857142857,0.30203413556598196,-0.004355786551693663,8102.05,2241.3,8143.15,2212.2,8086.8,2191.9,8126.9,2201.7,8124.6500000000015,2219.4,8145.757142857142,2206.385714285714,-0.00504718689941841,0.013154326010306638,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-08,67.403,67.431,68.015,68.4,67.52,67.811,0.2912307218217192,-0.00041523928163589297,8246.85,2246.2,8102.05,2241.3,8128.75,2204.7,8142.15,2204.7,8164.016666666667,2233.233333333333,8160.714285714285,2212.3142857142857,0.017872020044309878,0.0021862312051039723,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-09,67.459,67.403,67.726,68.034,67.431,67.72885714285715,0.2988407762057816,0.0008308235538476705,8261.75,2259.5,8246.85,2246.2,8143.15,2212.2,8224.5,2198.8,8203.550000000001,2249.0,8166.035714285715,2220.985714285714,0.0018067504562346848,0.005921111210043684,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-10,67.459,67.459,67.431,68.034,67.44033333333334,67.64671428571428,0.27937830641390365,0.0,8261.75,2259.5,8246.85,2246.2,8143.15,2212.2,8224.5,2198.8,8203.550000000001,2249.0,8166.035714285715,2220.985714285714,0.0018067504562346848,0.005921111210043684,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-11,67.459,67.459,67.403,68.034,67.459,67.56457142857143,0.22595269205539598,0.0,8261.75,2259.5,8246.85,2246.2,8143.15,2212.2,8224.5,2198.8,8203.550000000001,2249.0,8166.035714285715,2220.985714285714,0.0018067504562346848,0.005921111210043684,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-12,67.414,67.459,67.459,68.015,67.444,67.47871428571429,0.11144013981221136,-0.0006670718510503049,8170.8,2257.0,8261.75,2259.5,8102.05,2241.3,8192.9,2191.1,8226.466666666669,2254.233333333333,8162.878571428571,2230.4,-0.011008563560988893,-0.001106439477760568,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-13,67.386,67.414,67.459,67.726,67.41966666666666,67.43014285714285,0.030124345468996783,-0.0004153439938292536,8221.8,2271.7,8170.8,2257.0,8246.85,2246.2,8086.8,2191.9,8218.116666666667,2262.7333333333336,8182.164285714285,2241.7999999999997,0.006241738875018221,0.006513070447496494,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-14,67.517,67.386,67.459,67.431,67.43900000000001,67.44242857142858,0.04459393509300097,0.001944023981242493,8182.45,2253.3,8221.8,2271.7,8261.75,2259.5,8128.75,2204.7,8191.683333333335,2260.6666666666665,8189.835714285714,2248.7428571428572,-0.004786056581283837,-0.008099661046792939,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-15,67.845,67.517,67.414,67.403,67.58266666666667,67.50557142857143,0.15520508705284974,0.0048580357539582675,8153.6,2262.0,8182.45,2253.3,8170.8,2257.0,8143.15,2212.2,8185.950000000001,2262.3333333333335,8191.328571428571,2255.8571428571427,-0.0035258388380007277,0.0038610038610038533,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-16,67.845,67.845,67.386,67.459,67.73566666666666,67.56071428571428,0.19844790608126653,0.0,8139.45,2258.1,8153.6,2262.0,8221.8,2271.7,8102.05,2241.3,8158.500000000001,2257.7999999999997,8196.671428571428,2258.2571428571428,-0.001735429748822681,-0.0017241379310345417,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-17,67.845,67.845,67.517,67.459,67.845,67.61585714285715,0.21812720185696255,0.0,8139.45,2258.1,8153.6,2262.0,8221.8,2271.7,8102.05,2241.3,8158.500000000001,2257.7999999999997,8196.671428571428,2258.2571428571428,-0.001735429748822681,-0.0017241379310345417,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-18,67.845,67.845,67.845,67.459,67.845,67.671,0.22064073362099051,0.0,8139.45,2258.1,8153.6,2262.0,8221.8,2271.7,8102.05,2241.3,8158.500000000001,2257.7999999999997,8196.671428571428,2258.2571428571428,-0.001735429748822681,-0.0017241379310345417,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-19,67.84,67.845,67.845,67.414,67.84333333333333,67.73185714285715,0.19522673021375636,-7.369739848173129e-05,8104.35,2262.5,8139.45,2258.1,8182.45,2253.3,8246.85,2246.2,8132.466666666667,2260.866666666667,8176.314285714286,2260.585714285714,-0.0043123306857342225,0.0019485408086443723,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-20,67.894,67.84,67.845,67.386,67.85966666666667,67.80442857142857,0.12811954982398613,0.0007959905660377409,8082.4,2270.8,8104.35,2262.5,8153.6,2262.0,8261.75,2259.5,8108.7333333333345,2263.8,8150.692857142856,2262.2,-0.0027084220202731046,0.0036685082872929264,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-21,67.824,67.894,67.845,67.517,67.85266666666666,67.84828571428571,0.02156937863551244,-0.0010310189412909843,8061.3,2265.2,8082.4,2270.8,8139.45,2258.1,8170.8,2257.0,8082.683333333334,2266.1666666666665,8135.05,2263.371428571428,-0.002610610709690153,-0.002466091245376223,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-22,67.835,67.824,67.84,67.845,67.851,67.84685714285715,0.022146697044033156,0.00016218447747107234,7979.1,2261.0,8061.3,2265.2,8104.35,2262.5,8221.8,2271.7,8040.933333333334,2265.6666666666665,8100.378571428571,2261.842857142857,-0.010196866510364333,-0.001854140914709479,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-23,67.826,67.835,67.894,67.845,67.82833333333333,67.84414285714286,0.023533157954118117,-0.00013267487285328894,7985.75,2263.8,7979.1,2261.0,8082.4,2270.8,8182.45,2253.3,8008.716666666668,2263.3333333333335,8072.278571428571,2263.342857142857,0.0008334273288967964,0.0012383900928794045,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-24,67.826,67.826,67.824,67.845,67.829,67.84142857142857,0.024493925378269797,0.0,7985.75,2263.8,7979.1,2261.0,8082.4,2270.8,8182.45,2253.3,8008.716666666668,2263.3333333333335,8072.278571428571,2263.342857142857,0.0008334273288967964,0.0012383900928794045,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-25,67.826,67.826,67.835,67.845,67.826,67.83871428571429,0.025077973630030715,0.0,7985.75,2263.8,7979.1,2261.0,8082.4,2270.8,8182.45,2253.3,8008.716666666668,2263.3333333333335,8072.278571428571,2263.342857142857,0.0008334273288967964,0.0012383900928794045,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-26,67.771,67.826,67.826,67.84,67.80766666666666,67.82885714285713,0.03576976642304667,-0.0008108984755107462,7985.75,2263.8,7979.1,2261.0,8082.4,2270.8,8182.45,2253.3,8008.716666666668,2263.3333333333335,8072.278571428571,2263.342857142857,0.0008334273288967964,0.0012383900928794045,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-27,67.965,67.771,67.826,67.894,67.854,67.839,0.05950910294078717,0.002862581340101311,8032.85,2268.9,7985.75,2263.8,8061.3,2265.2,8153.6,2262.0,7999.2333333333345,2264.566666666667,8055.028571428572,2264.328571428571,0.005898005822872143,0.0022528491916247173,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-28,68.205,67.965,67.826,67.824,67.98033333333333,67.89342857142857,0.14957813692885144,0.003531229309203132,8034.85,2249.9,8032.85,2268.9,7979.1,2261.0,8139.45,2258.1,8017.816666666668,2260.866666666667,8040.085714285714,2263.1571428571433,0.0002489776355838469,-0.008374101987747351,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-29,67.93,68.205,67.771,67.835,68.03333333333335,67.907,0.14769111911741564,-0.004031962466094718,8103.6,2249.3,8034.85,2249.9,7985.75,2263.8,8104.35,2262.5,8057.100000000001,2256.0333333333333,8039.978571428571,2261.2714285714287,0.008556475852069312,-0.0002666785190452714,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-30,67.944,67.93,67.965,67.826,68.02633333333334,67.92385714285714,0.14358206546535884,0.00020609450905340054,8185.8,2238.8,8103.6,2249.3,8032.85,2268.9,8082.4,2270.8,8108.083333333336,2246.0000000000005,8054.75,2256.7000000000003,0.010143639863764209,-0.004668118970346358,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2016-12-31,67.944,67.944,68.205,67.826,67.93933333333334,67.94071428571428,0.13695219881913012,0.0,8185.8,2238.8,8103.6,2249.3,8032.85,2268.9,8082.4,2270.8,8108.083333333336,2246.0000000000005,8054.75,2256.7000000000003,0.010143639863764209,-0.004668118970346358,0.54,6.75,0.0,0.13000000000000006,3.41,2.1,-0.21999999999999975,0.40000000000000013,8.6,2.2,-1.0999999999999996,-0.6999999999999997,2090.8,3439.9,-1349.1,0.01450822456208467,-0.028962597035991466,-0.08943034557235419,5.69,4.7,1.0700000000000003,0.0,117.9048,0.015479620179574827
2017-01-01,67.944,67.944,67.93,67.826,67.944,67.95757142857143,0.12740860402831022,0.0,8185.8,2238.8,8103.6,2249.3,8032.85,2268.9,8082.4,2270.8,8108.083333333336,2246.0000000000005,8054.75,2256.7000000000003,0.010143639863764209,-0.004668118970346358,0.65,6.75,0.0,0.10999999999999999,3.17,2.5,-0.2400000000000002,0.3999999999999999,6.3,2.0,-2.3,-0.20000000000000018,1666.2,3790.3,-2124.1,-0.20308016070403678,0.10186342626239142,0.5744570454376992,4.28,4.7,-1.4100000000000001,0.0,117.7858,-0.0010092888499874109
2017-01-02,68.137,67.944,67.944,67.771,68.00833333333333,68.00985714285714,0.11228450259631548,0.0028405745908395286,8185.8,2238.8,8103.6,2249.3,8032.85,2268.9,8082.4,2270.8,8108.083333333336,2246.0000000000005,8054.75,2256.7000000000003,0.010143639863764209,-0.004668118970346358,0.66,6.75,0.0,0.010000000000000009,3.65,2.7,0.48,0.20000000000000018,6.3,2.0,-2.3,-0.20000000000000018,1933.4,3470.2,-1536.8,0.16036490217260835,-0.08445241801440528,-0.27649357374888184,4.28,4.7,-1.4100000000000001,0.0,116.1204,-0.014139225611236594
2017-01-03,68.269,68.137,67.944,67.965,68.11666666666667,68.05328571428572,0.14582376839207772,0.0019372734344043074,8192.25,2257.8,8185.8,2238.8,8034.85,2249.9,8061.3,2265.2,8160.55,2248.6333333333337,8073.4571428571435,2255.6428571428573,0.0007879498643992289,0.008486689297838135,0.79,6.75,0.0,0.13,3.89,2.4,0.2400000000000002,-0.30000000000000027,6.3,2.0,-2.3,-0.20000000000000018,2110.8,4142.7,-2031.9,0.09175545670838936,0.19379286496455528,0.32216293597084866,4.28,4.7,-1.4100000000000001,0.0,115.6558,-0.004001019631348135
2017-01-04,67.885,68.269,67.944,68.205,68.097,68.00757142857142,0.14039332503284607,-0.005624807745828964,8190.5,2270.8,8192.25,2257.8,8103.6,2249.3,7979.1,2261.0,8189.516666666667,2255.8,8103.657142857143,2257.042857142857,-0.00021361652781592966,0.005757817344317573,0.9,6.5,-0.25,0.10999999999999999,2.99,2.2,-0.8999999999999999,-0.19999999999999973,6.1,2.3,-0.20000000000000018,0.2999999999999998,1992.4,3759.2,-1766.8,-0.05609247678605267,-0.09257247688705439,-0.13046901914464304,4.28,4.7,-1.4100000000000001,0.0,114.7698,-0.007660662067963675
2017-01-05,67.73,67.885,68.137,67.93,67.96133333333334,67.97900000000001,0.17491712323123337,-0.0022832731825882524,8273.8,2269.0,8190.5,2270.8,8185.8,2238.8,7985.75,2263.8,8218.85,2265.866666666667,8144.807142857143,2257.785714285714,0.0101703192723277,-0.0007926721860138652,0.91,6.5,0.0,0.010000000000000009,2.18,1.9,-0.81,-0.30000000000000027,6.1,2.3,-0.20000000000000018,0.2999999999999998,2061.8,4497.8,-2436.0,0.03483236297932146,0.19647797403702927,0.3787638668779716,4.28,4.7,-1.4100000000000001,0.0,114.2591,-0.004449776857675114
2017-01-06,68.09,67.73,68.269,67.944,67.90166666666666,67.99985714285715,0.17871152599455262,0.0053152222058172605,8243.8,2277.0,8273.8,2269.0,8192.25,2257.8,8032.85,2268.9,8236.033333333335,2272.266666666667,8174.942857142857,2258.9428571428575,-0.0036259034542773794,0.003525782282943979,1.04,6.5,0.0,0.13,1.46,1.6,-0.7200000000000002,-0.2999999999999998,6.1,2.3,-0.20000000000000018,0.2999999999999998,2338.6,4016.5,-1678.0,0.1342516247938692,-0.1070078705144738,-0.3111658456486043,4.28,4.7,-1.4100000000000001,0.0,112.7603,-0.013117554750562532
2017-01-07,68.09,68.09,67.885,67.944,67.97000000000001,68.02071428571429,0.17962341558957542,0.0,8243.8,2277.0,8273.8,2269.0,8192.25,2257.8,8032.85,2268.9,8236.033333333335,2272.266666666667,8174.942857142857,2258.9428571428575,-0.0036259034542773794,0.003525782282943979,1.15,6.5,0.0,0.10999999999999988,2.36,1.7,0.8999999999999999,0.09999999999999987,5.3,3.2,-0.7999999999999998,0.9000000000000004,2186.1,4196.2,-2010.1,-0.06520995467373647,0.04474044566164559,0.19791418355184742,4.28,4.7,-1.4100000000000001,0.0,111.0606,-0.015073567558795187
2017-01-08,68.09,68.09,67.73,67.944,68.09,68.04157142857143,0.17769717418625813,0.0,8243.8,2277.0,8273.8,2269.0,8192.25,2257.8,8032.85,2268.9,8236.033333333335,2272.266666666667,8174.942857142857,2258.9428571428575,-0.0036259034542773794,0.003525782282943979,1.16,6.25,-0.25,0.010000000000000009,3.28,1.9,0.9199999999999999,0.19999999999999996,5.3,3.2,-0.7999999999999998,0.9000000000000004,2491.7,4178.9,-1687.2,0.13979232423036447,-0.004122777751298878,-0.16063877419033867,4.28,4.7,-1.4100000000000001,0.0,109.9059,-0.010397026488241479
