Date,NIFTY,S&P500
14-12-2017,10252.1,"2,652.00"
15-12-2017,10333.25,"2,675.80"
18-12-2017,10388.75,"2,690.20"
19-12-2017,10463.2,"2,681.50"
20-12-2017,10444.2,"2,679.20"
21-12-2017,10440.3,"2,684.60"
22-12-2017,10493,"2,683.30"
26-12-2017,10531.5,"2,680.50"
27-12-2017,10490.75,"2,682.60"
28-12-2017,10477.9,"2,687.50"
29-12-2017,10530.7,"2,673.60"
02-01-2018,10442.2,"2,695.80"
03-01-2018,10443.2,"2,713.10"
04-01-2018,10504.8,"2,724.00"
05-01-2018,10558.85,"2,743.20"
08-01-2018,10623.6,"2,747.70"
09-01-2018,10637,"2,751.30"
10-01-2018,10632.2,"2,748.20"
11-01-2018,10651.2,"2,767.60"
12-01-2018,10681.25,"2,786.20"
16-01-2018,10700.45,"2,776.40"
17-01-2018,10788.55,"2,802.60"
18-01-2018,10817,"2,798.00"
19-01-2018,10894.7,"2,810.30"
22-01-2018,10966.2,"2,833.00"
23-01-2018,11083.7,"2,839.10"
24-01-2018,11086,"2,837.50"
25-01-2018,11069.65,"2,839.20"
29-01-2018,11130.4,"2,853.50"
30-01-2018,11049.65,"2,822.40"
31-01-2018,11027.7,"2,823.80"
01-02-2018,11016.9,"2,822.00"
02-02-2018,10760.6,"2,762.10"
05-02-2018,10666.55,"2,648.90"
06-02-2018,10498.25,"2,695.10"
07-02-2018,10476.7,"2,681.70"
08-02-2018,10576.85,"2,581.00"
09-02-2018,10454.95,"2,619.60"
12-02-2018,10539.75,"2,656.00"
14-02-2018,10500.9,"2,698.60"
15-02-2018,10545.5,"2,731.20"
16-02-2018,10452.3,"2,732.20"
20-02-2018,10360.4,"2,716.30"
21-02-2018,10397.45,"2,701.30"
22-02-2018,10382.7,"2,704.00"
23-02-2018,10491.05,"2,747.30"
26-02-2018,10582.6,"2,779.60"
27-02-2018,10554.3,"2,744.30"
28-02-2018,10492.85,"2,713.80"
01-03-2018,10458.35,"2,677.70"
05-03-2018,10358.85,"2,720.90"
06-03-2018,10249.25,"2,728.10"
07-03-2018,10154.2,"2,726.80"
08-03-2018,10242.65,"2,739.00"
09-03-2018,10226.85,"2,786.60"
12-03-2018,10421.4,"2,783.00"
13-03-2018,10426.85,"2,765.30"
14-03-2018,10410.9,"2,749.50"
15-03-2018,10360.15,"2,747.30"
16-03-2018,10195.15,"2,752.00"
19-03-2018,10094.25,"2,712.90"
20-03-2018,10124.35,"2,716.90"
21-03-2018,10155.25,"2,711.90"
22-03-2018,10114.75,"2,643.70"
23-03-2018,9998.05,"2,588.30"
26-03-2018,10130.65,"2,658.60"
27-03-2018,10184.15,"2,612.60"
28-03-2018,10113.7,"2,605.00"
02-04-2018,10211.8,"2,581.90"
03-04-2018,10245,"2,614.40"
04-04-2018,10128.4,"2,644.70"
05-04-2018,10325.15,"2,662.80"
06-04-2018,10331.6,"2,604.50"
09-04-2018,10379.35,"2,613.20"
10-04-2018,10402.25,"2,656.90"
11-04-2018,10417.15,"2,642.20"
12-04-2018,10458.65,"2,664.00"
13-04-2018,10480.6,"2,656.30"
16-04-2018,10528.35,"2,677.80"
17-04-2018,10548.7,"2,706.40"
18-04-2018,10526.2,"2,708.60"
19-04-2018,10565.3,"2,693.10"
20-04-2018,10564.05,"2,670.10"
23-04-2018,10584.7,"2,670.30"
24-04-2018,10614.35,"2,634.60"
25-04-2018,10570.55,"2,639.40"
26-04-2018,10617.8,"2,666.90"
27-04-2018,10692.3,"2,669.90"
30-04-2018,10739.35,"2,648.10"
02-05-2018,10718.05,"2,635.70"
03-05-2018,10679.65,"2,629.70"
04-05-2018,10618.25,"2,663.40"
07-05-2018,10715.5,"2,672.60"
08-05-2018,10717.8,"2,671.90"
09-05-2018,10741.7,"2,697.80"
10-05-2018,10716.55,"2,723.10"
11-05-2018,10806.5,"2,727.70"
14-05-2018,10806.6,"2,730.10"
15-05-2018,10801.85,"2,711.40"
16-05-2018,10741.1,"2,722.50"
17-05-2018,10682.7,"2,720.10"
18-05-2018,10596.4,"2,713.00"
21-05-2018,10516.7,"2,733.00"
22-05-2018,10536.7,"2,724.40"
23-05-2018,10430.35,"2,733.30"
24-05-2018,10513.85,"2,727.80"
25-05-2018,10605.15,"2,721.30"
29-05-2018,10633.3,"2,689.90"
30-05-2018,10614.35,"2,724.00"
31-05-2018,10736.15,"2,705.30"
01-06-2018,10696.2,"2,734.60"
04-06-2018,10628.5,"2,746.90"
05-06-2018,10593.15,"2,748.80"
06-06-2018,10684.65,"2,772.30"
07-06-2018,10768.35,"2,770.40"
08-06-2018,10767.65,"2,779.00"
11-06-2018,10786.95,"2,782.00"
12-06-2018,10842.85,"2,786.80"
13-06-2018,10856.7,"2,775.60"
14-06-2018,10808.05,"2,782.50"
15-06-2018,10817.7,"2,779.70"
18-06-2018,10799.85,"2,773.80"
19-06-2018,10710.45,"2,762.60"
20-06-2018,10772.05,"2,767.30"
21-06-2018,10741.1,"2,749.80"
22-06-2018,10821.85,"2,754.90"
25-06-2018,10762.45,"2,717.10"
26-06-2018,10769.15,"2,723.10"
27-06-2018,10671.4,"2,699.60"
28-06-2018,10589.1,"2,716.30"
29-06-2018,10714.3,"2,718.40"
02-07-2018,10657.3,"2,726.70"
03-07-2018,10699.9,"2,713.20"
05-07-2018,10749.75,"2,736.60"
06-07-2018,10772.65,"2,759.80"
09-07-2018,10852.9,"2,784.20"
10-07-2018,10947.25,"2,793.80"
11-07-2018,10948.3,"2,774.00"
12-07-2018,11023.2,"2,798.30"
13-07-2018,11018.9,"2,801.30"
16-07-2018,10936.85,"2,798.40"
17-07-2018,11008.05,"2,809.60"
18-07-2018,10980.45,"2,815.60"
19-07-2018,10957.1,"2,804.50"
20-07-2018,11010.2,"2,801.80"
23-07-2018,11084.75,"2,807.00"
24-07-2018,11134.3,"2,820.40"
25-07-2018,11132,"2,846.10"
26-07-2018,11167.3,"2,837.40"
27-07-2018,11278.35,"2,818.80"
30-07-2018,11319.55,"2,802.60"
31-07-2018,11356.5,"2,816.30"
01-08-2018,11346.2,"2,813.40"
02-08-2018,11244.7,"2,827.20"
03-08-2018,11360.8,"2,840.30"
06-08-2018,11387.1,"2,850.40"
07-08-2018,11389.45,"2,858.40"
08-08-2018,11450,"2,857.70"
09-08-2018,11470.7,"2,853.60"
10-08-2018,11429.5,"2,833.30"
13-08-2018,11355.75,"2,821.90"
14-08-2018,11435.1,"2,840.00"
16-08-2018,11385.05,"2,840.70"
17-08-2018,11470.75,"2,850.10"
20-08-2018,11551.75,"2,857.10"
21-08-2018,11570.9,"2,863.00"
23-08-2018,11582.75,"2,857.00"
24-08-2018,11557.1,"2,874.70"
27-08-2018,11691.95,"2,896.70"
28-08-2018,11738.5,"2,897.50"
29-08-2018,11691.9,"2,914.00"
30-08-2018,11676.8,"2,901.10"
31-08-2018,11680.5,"2,901.50"
04-09-2018,11520.3,"2,896.70"
05-09-2018,11476.95,"2,888.60"
06-09-2018,11536.9,"2,878.10"
07-09-2018,11589.1,"2,871.70"
10-09-2018,11438.1,"2,877.10"
11-09-2018,11287.5,"2,887.90"
12-09-2018,11369.9,"2,888.90"
14-09-2018,11515.2,"2,905.00"
17-09-2018,11377.75,"2,888.80"
18-09-2018,11278.9,"2,904.30"
19-09-2018,11234.35,"2,907.90"
21-09-2018,11143.1,"2,929.70"
24-09-2018,10967.4,"2,919.40"
25-09-2018,11067.45,"2,915.60"
26-09-2018,11053.8,"2,906.00"
27-09-2018,10977.55,"2,914.00"
28-09-2018,10930.45,"2,914.00"
01-10-2018,11008.3,"2,924.60"
03-10-2018,10858.25,"2,925.50"
04-10-2018,10599.25,"2,901.60"
05-10-2018,10316.45,"2,885.60"
08-10-2018,10348.05,"2,884.40"
09-10-2018,10301.05,"2,880.30"
10-10-2018,10460.1,"2,785.70"
11-10-2018,10234.65,"2,728.40"
12-10-2018,10472.5,"2,767.10"
15-10-2018,10512.5,"2,750.80"
16-10-2018,10584.75,"2,809.90"
17-10-2018,10453.05,"2,809.20"
19-10-2018,10303.55,"2,767.80"
22-10-2018,10245.25,"2,755.90"
23-10-2018,10146.8,"2,740.70"
24-10-2018,10224.75,"2,656.10"
25-10-2018,10124.9,"2,705.60"
26-10-2018,10030,"2,658.70"
29-10-2018,10250.85,"2,641.20"
30-10-2018,10198.4,"2,682.60"
31-10-2018,10386.6,"2,711.70"
01-11-2018,10380.45,"2,740.40"
02-11-2018,10553,"2,723.10"
05-11-2018,10524,"2,738.30"
06-11-2018,10530,"2,755.40"
07-11-2018,10598.4,"2,813.90"
09-11-2018,10585.2,"2,781.00"
12-11-2018,10482.2,"2,726.20"
13-11-2018,10582.5,"2,722.20"
14-11-2018,10576.3,"2,701.60"
15-11-2018,10616.7,"2,730.20"
16-11-2018,10682.2,"2,736.30"
19-11-2018,10763.4,"2,690.70"
20-11-2018,10656.2,"2,641.90"
21-11-2018,10600.05,"2,649.90"
26-11-2018,10628.6,"2,673.40"
27-11-2018,10685.6,"2,682.20"
28-11-2018,10728.85,"2,743.80"
29-11-2018,10858.7,"2,737.80"
30-11-2018,10876.75,"2,760.20"
03-12-2018,10883.75,"2,790.40"
04-12-2018,10869.5,"2,700.10"
06-12-2018,10601.15,"2,695.90"
07-12-2018,10693.7,"2,633.10"
10-12-2018,10488.45,"2,637.70"
11-12-2018,10549.15,"2,636.80"
12-12-2018,10737.6,"2,651.10"
13-12-2018,10791.55,"2,650.50"
14-12-2018,10805.45,"2,599.90"
17-12-2018,10888.35,"2,545.90"
18-12-2018,10908.7,"2,546.20"
19-12-2018,10967.3,"2,507.00"
20-12-2018,10951.7,"2,467.40"
21-12-2018,10754,"2,416.60"
24-12-2018,10663.5,"2,351.10"
26-12-2018,10729.85,"2,467.70"
27-12-2018,10779.8,"2,488.80"
28-12-2018,10859.9,"2,485.70"
31-12-2018,10862.55,"2,506.80"
02-01-2019,10792.5,"2,510.00"
03-01-2019,10672.25,"2,447.90"
04-01-2019,10727.35,"2,531.90"
07-01-2019,10771.8,"2,549.70"
08-01-2019,10802.15,"2,574.40"
09-01-2019,10855.15,"2,585.00"
10-01-2019,10821.6,"2,596.60"
11-01-2019,10794.95,"2,596.30"
14-01-2019,10737.6,"2,582.60"
15-01-2019,10886.8,"2,610.30"
16-01-2019,10890.3,"2,616.10"
17-01-2019,10905.2,"2,636.00"
18-01-2019,10906.95,"2,670.70"
22-01-2019,10922.75,"2,632.90"
23-01-2019,10831.5,"2,638.70"
24-01-2019,10849.8,"2,642.30"
25-01-2019,10780.55,"2,664.80"
28-01-2019,10661.55,"2,643.80"
29-01-2019,10652.2,"2,640.00"
30-01-2019,10651.8,"2,681.10"
31-01-2019,10830.95,"2,704.10"
01-02-2019,10893.65,"2,706.50"
04-02-2019,10912.25,"2,724.90"
05-02-2019,10934.35,"2,737.70"
06-02-2019,11062.45,"2,731.60"
07-02-2019,11069.4,"2,706.10"
08-02-2019,10943.6,"2,707.90"
11-02-2019,10888.8,"2,709.80"
12-02-2019,10831.4,"2,744.70"
13-02-2019,10793.65,"2,753.00"
14-02-2019,10746.05,"2,745.70"
15-02-2019,10724.4,"2,775.60"
19-02-2019,10604.35,"2,779.80"
20-02-2019,10735.45,"2,784.70"
21-02-2019,10789.85,"2,774.90"
22-02-2019,10791.65,"2,792.70"
25-02-2019,10880.1,"2,796.10"
26-02-2019,10835.3,"2,793.90"
27-02-2019,10806.65,"2,792.40"
28-02-2019,10792.5,"2,784.50"
01-03-2019,10863.5,"2,803.70"
05-03-2019,10987.45,"2,789.70"
06-03-2019,11053,"2,771.40"
07-03-2019,11058.2,"2,748.90"
08-03-2019,11035.4,"2,743.10"
11-03-2019,11168.05,"2,783.30"
12-03-2019,11301.2,"2,791.50"
13-03-2019,11341.7,"2,810.90"
14-03-2019,11343.25,"2,808.50"
15-03-2019,11426.85,"2,822.50"
18-03-2019,11462.2,"2,832.90"
19-03-2019,11532.4,"2,832.60"
20-03-2019,11521.05,"2,824.20"
22-03-2019,11456.9,"2,800.70"
25-03-2019,11354.25,"2,798.40"
26-03-2019,11483.25,"2,818.50"
27-03-2019,11445.05,"2,805.40"
28-03-2019,11570,"2,815.40"
29-03-2019,11623.9,"2,834.40"
01-04-2019,11669.15,"2,867.20"
02-04-2019,11713.2,"2,867.20"
03-04-2019,11643.95,"2,873.40"
04-04-2019,11598,"2,879.40"
05-04-2019,11665.95,"2,892.70"
08-04-2019,11604.5,"2,895.80"
09-04-2019,11671.95,"2,878.20"
10-04-2019,11584.3,"2,888.20"
11-04-2019,11596.7,"2,888.30"
12-04-2019,11643.45,"2,907.40"
15-04-2019,11690.35,"2,905.60"
16-04-2019,11787.15,"2,907.10"
18-04-2019,11752.8,"2,905.00"
22-04-2019,11594.45,"2,908.00"
23-04-2019,11575.95,"2,933.70"
24-04-2019,11726.15,"2,927.20"
25-04-2019,11641.8,"2,926.20"
26-04-2019,11754.65,"2,939.90"
30-04-2019,11748.15,"2,945.80"
02-05-2019,11724.75,"2,917.50"
03-05-2019,11712.25,"2,945.60"
06-05-2019,11598.25,"2,932.50"
07-05-2019,11497.9,"2,884.10"
08-05-2019,11359.45,"2,879.40"
09-05-2019,11301.8,"2,870.70"
10-05-2019,11278.9,"2,881.40"
13-05-2019,11148.2,"2,811.90"
14-05-2019,11222.05,"2,834.40"
15-05-2019,11157,"2,851.00"
16-05-2019,11257.1,"2,876.30"
17-05-2019,11407.15,"2,859.50"
20-05-2019,11828.25,"2,840.20"
21-05-2019,11709.1,"2,864.40"
22-05-2019,11737.9,"2,856.30"
23-05-2019,11657.05,"2,822.20"
24-05-2019,11844.1,"2,826.10"
28-05-2019,11928.75,"2,802.40"
29-05-2019,11861.1,"2,783.00"
30-05-2019,11945.9,"2,788.90"
31-05-2019,11922.8,"2,752.10"
03-06-2019,12088.55,"2,744.40"
04-06-2019,12021.65,"2,803.30"
06-06-2019,11843.75,"2,843.50"
07-06-2019,11870.65,"2,873.30"
10-06-2019,11922.7,"2,886.70"
11-06-2019,11965.6,"2,885.70"
12-06-2019,11906.2,"2,879.80"
13-06-2019,11914.05,"2,891.60"
14-06-2019,11823.3,"2,887.00"
17-06-2019,11672.15,"2,889.70"
18-06-2019,11691.5,"2,917.80"
19-06-2019,11691.45,"2,926.50"
20-06-2019,11831.75,"2,954.20"
21-06-2019,11724.1,"2,950.50"
24-06-2019,11699.65,"2,945.30"
25-06-2019,11796.45,"2,917.40"
26-06-2019,11847.55,"2,913.80"
27-06-2019,11841.55,"2,924.90"
28-06-2019,11788.85,"2,941.80"
01-07-2019,11865.6,"2,964.30"
02-07-2019,11910.3,"2,973.00"
03-07-2019,11916.75,"2,995.80"
05-07-2019,11811.15,"2,990.40"
08-07-2019,11558.6,"2,975.90"
09-07-2019,11555.9,"2,979.60"
10-07-2019,11498.9,"2,993.10"
11-07-2019,11582.9,"2,999.90"
12-07-2019,11552.5,"3,013.80"
15-07-2019,11588.35,"3,014.30"
16-07-2019,11662.6,"3,004.00"
17-07-2019,11687.5,"2,984.40"
18-07-2019,11596.9,"2,995.10"
19-07-2019,11419.25,"2,976.60"
22-07-2019,11346.2,"2,985.00"
23-07-2019,11331.05,"3,005.50"
24-07-2019,11271.3,"3,019.60"
25-07-2019,11252.15,"3,003.70"
26-07-2019,11284.3,"3,025.90"
29-07-2019,11189.2,"3,021.00"
30-07-2019,11085.4,"3,013.20"
31-07-2019,11118,"2,980.40"
01-08-2019,10980,"2,953.60"
02-08-2019,10997.35,"2,932.10"
05-08-2019,10862.6,"2,844.70"
06-08-2019,10948.25,"2,881.80"
07-08-2019,10855.5,"2,884.00"
08-08-2019,11032.45,"2,938.10"
09-08-2019,11109.65,"2,918.70"
13-08-2019,10925.85,"2,926.30"
14-08-2019,11029.4,"2,840.60"
16-08-2019,11047.8,"2,888.70"
19-08-2019,11053.9,"2,923.70"
20-08-2019,11017,"2,900.50"
21-08-2019,10918.7,"2,924.40"
22-08-2019,10741.35,"2,922.90"
23-08-2019,10829.35,"2,847.10"
26-08-2019,11057.85,"2,878.40"
27-08-2019,11105.35,"2,869.20"
28-08-2019,11046.1,"2,887.90"
29-08-2019,10948.3,"2,924.60"
30-08-2019,11023.25,"2,926.50"
03-09-2019,10797.9,"2,906.30"
04-09-2019,10844.65,"2,937.80"
05-09-2019,10847.9,"2,976.00"
06-09-2019,10946.2,"2,978.70"
09-09-2019,11003.05,"2,978.40"
11-09-2019,11035.7,"3,000.90"
12-09-2019,10982.8,"3,009.60"
13-09-2019,11075.9,"3,007.40"
16-09-2019,11003.5,"2,998.00"
17-09-2019,10817.6,"3,005.70"
18-09-2019,10840.65,"3,006.70"
19-09-2019,10704.8,"3,006.80"
20-09-2019,11274.2,"2,992.10"
23-09-2019,11600.2,"2,991.80"
24-09-2019,11588.2,"2,966.60"
25-09-2019,11440.2,"2,984.90"
26-09-2019,11571.2,"2,977.60"
27-09-2019,11512.4,"2,961.80"
30-09-2019,11474.45,"2,976.70"
01-10-2019,11359.9,"2,940.20"
03-10-2019,11314,"2,910.60"
04-10-2019,11174.75,"2,952.00"
07-10-2019,11126.4,"2,938.80"
09-10-2019,11313.3,"2,919.40"
10-10-2019,11234.55,"2,938.10"
11-10-2019,11305.05,"2,970.30"
14-10-2019,11341.15,"2,966.20"
15-10-2019,11428.3,"2,995.70"
16-10-2019,11464,"2,989.70"
17-10-2019,11586.35,"2,997.90"
18-10-2019,11661.85,"2,986.20"
22-10-2019,11588.35,"2,996.00"
23-10-2019,11604.1,"3,004.50"
24-10-2019,11582.6,"3,010.30"
25-10-2019,11583.9,"3,022.60"
29-10-2019,11786.85,"3,036.90"
30-10-2019,11844.1,"3,046.80"
31-10-2019,11877.45,"3,037.60"
01-11-2019,11890.6,"3,066.90"
04-11-2019,11941.3,"3,078.30"
05-11-2019,11917.2,"3,074.60"
06-11-2019,11966.05,"3,076.80"
07-11-2019,12012.05,"3,085.20"
08-11-2019,11908.15,"3,093.10"
11-11-2019,11913.45,"3,087.00"
13-11-2019,11840.45,"3,094.00"
14-11-2019,11872.1,"3,096.60"
15-11-2019,11895.45,"3,120.50"
18-11-2019,11884.5,"3,122.00"
19-11-2019,11940.1,"3,120.20"
20-11-2019,11999.1,"3,108.50"
21-11-2019,11968.4,"3,103.50"
22-11-2019,11914.4,"3,110.30"
25-11-2019,12073.75,"3,133.60"
26-11-2019,12037.7,"3,140.50"
27-11-2019,12100.7,"3,153.60"
29-11-2019,12056.05,"3,141.00"
02-12-2019,12048.2,"3,113.90"
03-12-2019,11994.2,"3,093.20"
04-12-2019,12043.2,"3,112.80"
05-12-2019,12018.4,"3,117.40"
06-12-2019,11921.5,"3,145.90"
09-12-2019,11937.5,"3,136.00"
10-12-2019,11856.8,"3,132.50"
11-12-2019,11910.15,"3,141.60"
12-12-2019,11971.8,"3,168.60"
13-12-2019,12086.7,"3,168.80"
16-12-2019,12053.95,"3,191.40"
17-12-2019,12165,"3,192.50"
18-12-2019,12221.65,"3,191.10"
19-12-2019,12259.7,"3,205.40"
20-12-2019,12271.8,"3,221.20"
23-12-2019,12262.75,"3,224.00"
24-12-2019,12214.55,"3,223.40"
26-12-2019,12126.55,"3,239.90"
27-12-2019,12245.8,"3,240.00"
30-12-2019,12255.85,"3,221.30"
31-12-2019,12168.45,"3,230.80"
02-01-2020,12282.2,"3,257.80"
03-01-2020,12226.65,"3,234.80"
06-01-2020,11993.05,"3,246.30"
07-01-2020,12052.95,"3,237.20"
08-01-2020,12025.35,"3,253.10"
09-01-2020,12215.9,"3,274.70"
10-01-2020,12256.8,"3,265.30"
13-01-2020,12329.55,"3,288.10"
14-01-2020,12362.3,"3,283.20"
15-01-2020,12343.3,"3,289.30"
16-01-2020,12355.5,"3,316.80"
17-01-2020,12352.35,"3,329.60"
21-01-2020,12169.85,"3,320.80"
22-01-2020,12106.9,"3,321.80"
23-01-2020,12180.35,"3,325.50"
24-01-2020,12248.25,"3,295.50"
27-01-2020,12119,"3,243.60"
28-01-2020,12055.8,"3,276.20"
29-01-2020,12129.5,"3,273.40"
30-01-2020,12035.8,"3,283.70"
31-01-2020,11962.1,"3,225.50"
03-02-2020,11707.9,"3,248.90"
04-02-2020,11979.65,"3,297.60"
05-02-2020,12089.15,"3,334.70"
06-02-2020,12137.95,"3,345.80"
07-02-2020,12098.35,"3,327.70"
10-02-2020,12031.5,"3,352.10"
11-02-2020,12107.9,"3,357.80"
12-02-2020,12201.2,"3,379.40"
13-02-2020,12174.65,"3,373.90"
14-02-2020,12113.45,"3,380.20"
18-02-2020,11992.5,"3,370.30"
19-02-2020,12125.9,"3,386.20"
20-02-2020,12080.85,"3,373.20"
24-02-2020,11829.4,"3,225.90"
25-02-2020,11797.9,"3,128.20"
26-02-2020,11678.5,"3,116.40"
27-02-2020,11633.3,"2,978.80"
28-02-2020,11201.75,"2,954.20"
02-03-2020,11132.75,"3,090.20"
03-03-2020,11303.3,"3,003.40"
04-03-2020,11251,"3,130.10"
05-03-2020,11269,"3,023.90"
06-03-2020,10989.45,"2,972.40"
09-03-2020,10451.45,"2,746.60"
11-03-2020,10458.4,"2,741.40"
12-03-2020,9590.15,"2,480.60"
13-03-2020,9955.2,"2,711.00"
16-03-2020,9197.4,"2,386.10"
17-03-2020,8967.05,"2,529.20"
18-03-2020,8468.8,"2,398.10"
19-03-2020,8263.45,"2,409.40"
20-03-2020,8745.45,"2,304.90"
23-03-2020,7610.25,"2,237.40"
24-03-2020,7801.05,"2,447.30"
25-03-2020,8317.85,"2,475.60"
26-03-2020,8641.45,"2,630.10"
27-03-2020,8660.25,"2,541.50"
30-03-2020,8281.1,"2,626.70"
31-03-2020,8597.75,"2,584.60"
01-04-2020,8253.8,"2,470.50"
03-04-2020,8083.8,"2,488.70"
07-04-2020,8792.2,"2,659.40"
08-04-2020,8748.75,"2,750.00"
09-04-2020,9111.9,"2,789.80"
13-04-2020,8993.85,"2,761.60"
15-04-2020,8925.3,"2,783.40"
16-04-2020,8992.8,"2,799.60"
17-04-2020,9266.75,"2,874.60"
20-04-2020,9261.85,"2,823.20"
21-04-2020,8981.45,"2,736.60"
22-04-2020,9187.3,"2,799.30"
23-04-2020,9313.9,"2,797.80"
24-04-2020,9154.4,"2,836.70"
27-04-2020,9282.3,"2,878.50"
28-04-2020,9380.9,"2,863.40"
29-04-2020,9553.35,"2,939.50"
30-04-2020,9859.9,"2,912.40"
04-05-2020,9293.5,"2,842.70"
05-05-2020,9205.6,"2,868.40"
06-05-2020,9270.9,"2,848.40"
07-05-2020,9199.05,"2,881.20"
08-05-2020,9251.5,"2,929.80"
11-05-2020,9239.2,"2,930.30"
12-05-2020,9196.55,"2,870.10"
13-05-2020,9383.55,"2,820.00"
14-05-2020,9142.75,"2,852.50"
15-05-2020,9136.85,"2,863.70"
18-05-2020,8823.25,"2,953.90"
19-05-2020,8879.1,"2,922.90"
20-05-2020,9066.55,"2,971.60"
21-05-2020,9106.25,"2,948.50"
22-05-2020,9039.25,"2,955.40"
26-05-2020,9029.05,"2,991.80"
27-05-2020,9314.95,"3,036.10"
28-05-2020,9490.1,"3,029.70"
29-05-2020,9580.3,"3,044.30"
01-06-2020,9826.15,"3,055.70"
02-06-2020,9979.1,"3,080.80"
03-06-2020,10061.55,"3,122.90"
04-06-2020,10029.1,"3,112.30"
05-06-2020,10142.15,"3,193.90"
08-06-2020,10167.45,"3,232.40"
09-06-2020,10046.65,"3,207.20"
10-06-2020,10116.15,"3,190.10"
11-06-2020,9902,"3,002.10"
12-06-2020,9972.9,"3,041.30"
15-06-2020,9813.7,"3,066.60"
16-06-2020,9914,"3,124.70"
17-06-2020,9881.15,"3,113.50"
18-06-2020,10091.65,"3,115.30"
19-06-2020,10244.4,"3,097.70"
22-06-2020,10311.2,"3,117.90"
23-06-2020,10471,"3,131.30"
24-06-2020,10305.3,"3,050.30"
25-06-2020,10288.9,"3,083.80"
26-06-2020,10383,"3,009.10"
29-06-2020,10312.4,"3,053.20"
30-06-2020,10302.1,"3,100.30"
01-07-2020,10430.05,"3,115.90"
02-07-2020,10551.7,"3,130.00"
06-07-2020,10763.65,"3,179.70"
07-07-2020,10799.65,"3,145.30"
08-07-2020,10705.75,"3,169.90"
09-07-2020,10813.45,"3,152.10"
10-07-2020,10768.05,"3,185.00"
13-07-2020,10802.7,"3,155.20"
14-07-2020,10607.35,"3,197.50"
15-07-2020,10618.2,"3,226.60"
16-07-2020,10739.95,"3,215.60"
17-07-2020,10901.7,"3,224.70"
20-07-2020,11022.2,"3,251.80"
21-07-2020,11162.25,"3,257.30"
22-07-2020,11132.6,"3,276.00"
23-07-2020,11215.45,"3,235.70"
24-07-2020,11194.15,"3,215.60"
27-07-2020,11131.8,"3,239.40"
28-07-2020,11300.55,"3,218.40"
29-07-2020,11202.85,"3,258.40"
30-07-2020,11102.15,"3,246.20"
31-07-2020,11073.45,"3,271.10"
03-08-2020,10891.6,"3,294.60"
04-08-2020,11095.25,"3,306.50"
05-08-2020,11101.65,"3,327.80"
06-08-2020,11200.15,"3,349.20"
07-08-2020,11214.05,"3,351.30"
10-08-2020,11270.15,"3,360.50"
11-08-2020,11322.5,"3,333.70"
12-08-2020,11308.4,"3,380.30"
13-08-2020,11300.45,"3,373.40"
14-08-2020,11178.4,"3,372.80"
17-08-2020,11247.1,"3,382.00"
18-08-2020,11385.35,"3,389.80"
19-08-2020,11408.4,"3,374.80"
20-08-2020,11312.2,"3,385.50"
21-08-2020,11371.6,"3,397.20"
24-08-2020,11466.45,"3,431.30"
25-08-2020,11472.25,"3,443.60"
26-08-2020,11549.6,"3,478.70"
27-08-2020,11559.25,"3,484.60"
28-08-2020,11647.6,"3,508.00"
31-08-2020,11387.5,"3,500.30"
01-09-2020,11470.25,"3,526.70"
02-09-2020,11535,"3,580.80"
03-09-2020,11527.45,"3,455.10"
04-09-2020,11333.85,"3,427.00"
08-09-2020,11317.35,"3,331.80"
09-09-2020,11278,"3,399.00"
10-09-2020,11449.25,"3,339.20"
11-09-2020,11464.45,"3,341.00"
14-09-2020,11440.05,"3,383.50"
15-09-2020,11521.8,"3,401.20"
16-09-2020,11604.55,"3,385.50"
17-09-2020,11516.1,"3,357.00"
18-09-2020,11504.95,"3,319.50"
21-09-2020,11250.55,"3,281.10"
22-09-2020,11153.65,"3,315.60"
23-09-2020,11131.85,"3,236.90"
24-09-2020,10805.55,"3,246.60"
25-09-2020,11050.25,"3,298.50"
28-09-2020,11227.55,"3,351.60"
29-09-2020,11222.4,"3,335.50"
30-09-2020,11247.55,"3,363.00"
01-10-2020,11416.95,"3,380.80"
05-10-2020,11503.35,"3,408.60"
06-10-2020,11662.4,"3,360.90"
07-10-2020,11738.85,"3,419.40"
08-10-2020,11834.6,"3,446.80"
09-10-2020,11914.2,"3,477.10"
12-10-2020,11930.95,"3,534.20"
13-10-2020,11934.5,"3,511.90"
14-10-2020,11971.05,"3,488.70"
15-10-2020,11680.35,"3,483.30"
16-10-2020,11762.45,"3,483.80"
19-10-2020,11873.05,"3,426.90"
20-10-2020,11896.8,"3,443.10"
21-10-2020,11937.65,"3,435.60"
22-10-2020,11896.45,"3,453.50"
23-10-2020,11930.35,"3,465.40"
26-10-2020,11767.75,"3,401.00"
27-10-2020,11889.4,"3,390.70"
28-10-2020,11729.6,"3,271.00"
29-10-2020,11670.8,"3,310.10"
30-10-2020,11642.4,"3,270.00"
02-11-2020,11669.15,"3,310.20"
03-11-2020,11813.5,"3,369.20"
04-11-2020,11908.5,"3,443.40"
05-11-2020,12120.3,"3,510.40"
06-11-2020,12263.55,"3,509.40"
09-11-2020,12461.05,"3,550.50"
10-11-2020,12631.1,"3,545.50"
11-11-2020,12749.15,"3,572.70"
12-11-2020,12690.8,"3,537.00"
13-11-2020,12719.95,"3,585.20"
17-11-2020,12874.2,"3,609.50"
